Sample,Date,Tide,Well,Depth,DOC,TN,,UniqueID,CobleA,CobleB,CobleC,CobleM,CobleT,Fpeak,Stedmon_D,Optical_Brighteners,dieselBandII,Petroleum,Lignin,BIX,HIX,FI,M_to_C,JP5_empirical,JP5_normalized,Diesel_Chen,sample,run_name,UniqueID,W,D,tide
111022_M_W3D3,111022,M,3,3,432.3852898,64.0443502,,111022_M_W3D3,0.543067515,0.078007267,0.45112109,0.685328103,0.28767332,0.050137535,0.464949116,0.459211568,0.470658038,1.495196258,1.040939544,1.346238055,17.12292239,1.02989402,0.658255642,11.97244195,0.009114713,312.1706939,Group004Sample0004,run3,111022_M_W3D3,W3,D3,M
111022_M_W3D4,111022,M,3,4,505.1953675,54.77021711,,111022_M_W3D4,0.576448929,0.105170798,0.472926632,0.736280173,0.398216954,0.070795651,0.475942374,0.47877058,0.479378195,1.641704212,1.496497007,1.36427355,14.61077446,1.031990646,0.642318848,16.69607651,0.010625803,406.2240671,Group004Sample0005,run3,111022_M_W3D4,W3,D4,M
111022_M_W4D1,111022,M,4,1,263.3485142,120.1924793,,111022_M_W4D1,0.510645741,0.052591959,0.43007987,0.636591671,0.206066641,0.013326807,0.411871261,0.440058266,0.309701541,1.103911616,0.841146493,1.163459378,14.14157208,1.028551034,0.675597702,8.296451177,0.008868017,214.373228,Group004Sample0006,run3,111022_M_W4D1,W4,D1,M
111022_M_W4D2,111022,M,4,2,290.1371277,111.4645134,,111022_M_W4D2,0.510149119,0.051982352,0.430218001,0.637346338,0.202024947,0.027396086,0.433507344,0.440357371,0.326392611,1.133085377,0.835748662,1.154552596,14.39427846,1.028704419,0.67501447,8.15848297,0.008620168,213.7516232,Group004Sample0007,run3,111022_M_W4D2,W4,D2,M
111022_M_W4D4,111022,M,4,4,293.2593438,107.502124,,111022_M_W4D4,0.516908234,0.042994007,0.434427749,0.646648978,0.205902727,0.040486002,0.455441402,0.444750759,0.369066428,1.300443957,0.874634465,1.242371359,14.56611709,1.029516342,0.671813865,8.751469924,0.00856364,234.2052204,Group005Sample0001,run3,111022_M_W4D4,W4,D4,M
141022_M_MQ,141022,M,MQ,,5.146244599,0.789622109,,141022_M_MQ,0.003792898,0,0.00370101,0.005163131,0.008914595,0.010721448,0.002297883,0.002948683,0.001353077,0.006300067,0.009289586,0.850966684,1.209664935,1.462322701,0.716814945,0.552110278,0.071573562,2.917076767,Group008Sample0004,run3,141022_M_MQ,141022_M_MQ,141022_M_MQ,M
141022_M_SW,141022,M,Seawater,1,96.35366798,24.79051692,,141022_M_SW,0.05163035,0.032618578,0.043615401,0.070289433,0.065805891,0.01865045,0.021918183,0.03352262,0.018164407,0.056752937,0.065170692,0.921856196,2.521852197,1.583866646,0.620511485,3.130284492,0.048576568,16.85502709,Group008Sample0003,run3,141022_M_SW,141022_M_SW,141022_M_SW,M
141022_M_W1D1,141022,M,1,1,522.3051113,439.5931947,,141022_M_W1D1,0.55328192,0.071561342,0.457096679,0.701795932,0.250142063,0.081071209,0.4671163,0.464361976,0.472772025,1.540547996,0.965177411,1.347964482,16.1404863,1.029685386,0.651324207,11.12439499,0.008714673,289.265594,Group006Sample0001,run3,141022_M_W1D1,W1,D1,M
141022_M_W1D2,141022,M,1,2,590.6191979,240.456353,,141022_M_W1D2,0.539884914,0.05519404,0.447473847,0.682538493,0.286059117,0.044794412,0.459671965,0.454671057,0.465654778,1.510976401,0.995051122,1.346383445,16.95154042,1.029269209,0.65560236,12.00132777,0.009457605,312.5921033,Group006Sample0002,run3,141022_M_W1D2,W1,D2,M
141022_M_W1D3,141022,M,1,3,524.9902171,68.01744879,,141022_M_W1D3,0.553026165,0.07611878,0.457102323,0.701760966,0.336788806,0.023460729,0.466352526,0.464033672,0.471551069,1.558073849,1.226650845,1.350959296,15.65801339,1.030644341,0.651364702,14.51397276,0.010301723,356.4241896,Group006Sample0003,run3,141022_M_W1D3,W1,D3,M
141022_M_W1D4,141022,M,1,4,736.8013521,75.36928756,,141022_M_W1D4,0.578957259,0.094127935,0.473182135,0.741321464,0.419450968,0.047203161,0.475796528,0.478988258,0.479650911,1.675944635,1.579141519,1.362023669,13.94341299,1.030359267,0.638295474,17.68249784,0.011023345,427.6386481,Group006Sample0004,run3,141022_M_W1D4,W1,D4,M
141022_M_W1D5,141022,M,1,5,734.3035793,88.01145166,,141022_M_W1D5,0.598491299,0.109189323,0.485139517,0.772242243,0.4807219,0.089296258,0.481066286,0.488702699,0.483511467,1.782845543,1.815278056,1.374243666,12.97839781,1.032007368,0.628221935,20.47873013,0.011870202,483.4832104,Group006Sample0005,run3,141022_M_W1D5,W1,D5,M
141022_M_W2D1,141022,M,2,1,524.2408852,318.0442217,,141022_M_W2D1,0.545116143,0.056369445,0.451193448,0.690406932,0.277557582,0.048574547,0.463452681,0.458199249,0.469138228,1.529198759,1.025336615,1.348383088,17.7003408,1.02879114,0.65351813,11.6322786,0.008802455,321.4320088,Group006Sample0006,run3,141022_M_W2D1,W2,D1,M
141022_M_W2D2,141022,M,2,2,375.6816838,139.6760122,,141022_M_W2D2,0.528508264,0.044661969,0.440962338,0.66501232,0.233678554,0.023026354,0.456925448,0.449140794,0.463940909,1.453595202,0.842182297,1.338587004,16.73371714,1.027940002,0.663088976,9.904710492,0.008625929,267.2397975,Group006Sample0007,run3,141022_M_W2D2,W2,D2,M
141022_M_W2D3,141022,M,2,3,307.4342045,60.20511612,,141022_M_W2D3,0.520180161,0.043837482,0.437469206,0.650934517,0.185441678,0.000343627,0.458251084,0.447487801,0.378764362,1.249787774,0.660727124,1.120663179,16.6883893,1.029314072,0.67206331,7.664798897,0.007779805,206.3458607,Group007Sample0001,run3,141022_M_W2D3,W2,D3,M
141022_M_W2D4,141022,M,2,4,462.7332295,65.14203917,,141022_M_W2D4,0.555157306,0.082596752,0.459571066,0.703547439,0.326853196,0.072415145,0.469530381,0.467169309,0.474581925,1.548972608,1.183542757,1.349674081,16.59778887,1.031042633,0.653219726,13.44080785,0.009614749,344.3177231,Group007Sample0002,run3,141022_M_W2D4,W2,D4,M
141022_M_W3D1,141022,M,3,1,539.789521,348.3511462,,141022_M_W3D1,0.563603407,0.071203315,0.463327384,0.718681527,0.33617144,0.069088764,0.469998664,0.469861162,0.474645763,1.595954908,1.346813061,1.354820185,17.04212044,1.031240934,0.644690821,13.53618786,0.009032284,381.3388308,Group007Sample0003,run3,141022_M_W3D1,W3,D1,M
141022_M_W3D2,141022,M,3,2,450.6190314,177.7542176,,141022_M_W3D2,0.539396103,0.067596052,0.44876597,0.681216492,0.288791785,0.059221574,0.462858715,0.457034998,0.468860999,1.488123191,1.066101259,1.345619594,16.34842059,1.030221164,0.658771441,11.89681505,0.009228773,307.8654035,Group007Sample0004,run3,141022_M_W3D2,W3,D2,M
141022_M_W3D3,141022,M,3,3,481.52897,130.0984529,,141022_M_W3D3,0.552230457,0.073510065,0.457294752,0.699880625,0.317604565,0.067455004,0.467600156,0.465312711,0.47280609,1.543396043,1.139277246,1.350157028,17.10697096,1.031329669,0.653389643,13.01779255,0.009370104,337.5060382,Group007Sample0005,run3,141022_M_W3D3,W3,D3,M
141022_M_W3D4,141022,M,3,4,535.6681959,70.12715343,,141022_M_W3D4,0.580709468,0.098834046,0.475332095,0.74274187,0.406725317,0.070001792,0.478252081,0.481162762,0.482121151,1.662772859,1.523142999,1.363716628,14.65645854,1.032178962,0.639969436,17.00328291,0.010692279,412.7923231,Group007Sample0006,run3,141022_M_W3D4,W3,D4,M
141022_M_W4D1,141022,M,4,1,296.9435587,129.1881742,,141022_M_W4D1,0.513392469,0.046953912,0.4321426,0.641218607,0.210568203,0.037728497,0.454746611,0.442716959,0.346594889,1.198157618,0.847089579,1.201141861,14.71296282,1.028947427,0.673939581,8.553217531,0.008740186,223.1885379,Group007Sample0007,run3,141022_M_W4D1,W4,D1,M
141022_M_W4D2,141022,M,4,2,292.7597892,106.0563873,,141022_M_W4D2,0.518290425,0.053093872,0.436654019,0.647775523,0.220458033,0.034569464,0.458260051,0.446752444,0.36413711,1.239846756,0.902726067,1.216362061,14.70018548,1.030079914,0.674082307,8.787796053,0.008755772,228.6057414,Group008Sample0001,run3,141022_M_W4D2,W4,D2,M
141022_M_W4D4,141022,M,4,4,289.1067964,125.5946559,,141022_M_W4D4,0.522795347,0.052874877,0.439734342,0.655159253,0.236983489,0.061677075,0.460180262,0.44947589,0.433440952,1.399255437,0.933654304,1.322606648,15.13769964,1.030158816,0.671186952,9.471015651,0.008673003,250.935114,Group008Sample0002,run3,141022_M_W4D4,W4,D4,M
171022_M_MQ,171022,M,MQ,,2.748382692,0,,171022_M_MQ,0.002194507,0.002062775,0.001777162,0.003216405,0.001515224,0.025798766,0.000440065,0.001793536,0.00050729,0.002419422,0.025770881,0.318843955,0.909863149,1.608767232,0.552530619,0.136180528,0.042518129,1.103113997,Group001Sample0007,run4,171022_M_MQ,171022_M_MQ,171022_M_MQ,M
171022_M_SW,171022,M,Seawater,1,98.10210895,23.44830212,,171022_M_SW,0.054368685,0.029736224,0.04854205,0.061109353,0.054956603,0.027501149,0.027995589,0.038249808,0.028323654,0.066445263,0.086720873,0.844230356,2.888965981,1.51085126,0.794347303,2.479992925,0.035566751,16.84689376,Group001Sample0006,run4,171022_M_SW,171022_M_SW,171022_M_SW,M
171022_M_W1D1,171022,M,1,1,440.5550884,469.073134,,171022_M_W1D1,0.551827409,0.06388313,0.45679533,0.699237371,0.242247163,0.061687901,0.468578001,0.464977286,0.474585077,1.530883136,0.939597585,1.341592229,17.55975811,1.03144419,0.653276482,10.07925696,0.007990216,277.6850379,Group008Sample0005,run3,171022_M_W1D1,W1,D1,M
171022_M_W1D2,171022,M,1,2,542.5474785,266.8484844,,171022_M_W1D2,0.544239622,0.065902251,0.451587903,0.687959391,0.293854749,0.036145377,0.464447112,0.458843644,0.470437682,1.525026712,0.950610673,1.345446096,17.04207039,1.030957004,0.656416511,12.02657235,0.00940166,310.8314665,Group008Sample0006,run3,171022_M_W1D2,W1,D2,M
171022_M_W1D3,171022,M,1,3,500.0853406,77.40343312,,171022_M_W1D3,0.549435086,0.08568198,0.455571696,0.695866424,0.329818995,0.078102956,0.467493172,0.463166537,0.473400586,1.541146515,1.14520916,1.347714882,16.07517993,1.03113341,0.654682681,13.67692221,0.010088,334.369838,Group008Sample0007,run3,171022_M_W1D3,W1,D3,M
171022_M_W1D4,171022,M,1,4,504.2482953,57.8770636,,171022_M_W1D4,0.545780026,0.093815144,0.450001376,0.693773702,0.36007153,0.041700826,0.457863055,0.456796001,0.463192077,1.54699937,1.318022662,1.353084587,15.37336569,1.032567332,0.648628473,14.92781306,0.010449241,366.5852952,Group009Sample0001,run3,171022_M_W1D4,W1,D4,M
171022_M_W1D5,171022,M,1,5,667.4361195,75.261601,,171022_M_W1D5,0.582699713,0.12282892,0.472656068,0.751880493,0.480656127,0.084646728,0.469902629,0.477368997,0.472352317,1.734990339,1.767330942,1.37203259,13.2540312,1.032793906,0.628631907,19.94876046,0.011840835,464.5702412,Group009Sample0002,run3,171022_M_W1D5,W1,D5,M
171022_M_W2D1,171022,M,2,1,526.3119552,320.8940483,,171022_M_W2D1,0.527808013,0.069217097,0.437714204,0.66817526,0.276518501,0.066643187,0.449841896,0.445007426,0.455984645,1.476624538,0.944857108,1.348111369,17.58761411,1.030380781,0.655088911,11.19872246,0.00899279,298.9703356,Group009Sample0003,run3,171022_M_W2D1,W2,D1,M
171022_M_W2D2,171022,M,2,2,441.8039748,196.1680244,,171022_M_W2D2,0.516235601,0.055921035,0.430877522,0.649755206,0.239065792,0.056461496,0.446672159,0.438699244,0.453698488,1.418601505,0.871148117,1.341086198,17.14638447,1.028690006,0.663138238,9.728424983,0.008618846,260.0661271,Group009Sample0004,run3,171022_M_W2D2,W2,D2,M
171022_M_W2D3,171022,M,2,3,301.554031,64.19546836,,171022_M_W2D3,0.504422108,0.046582044,0.424247439,0.632041108,0.181530138,0.041504975,0.443718325,0.433502985,0.393366972,1.253838423,0.653861266,1.133248403,17.55673438,1.029990434,0.671233933,7.325738746,0.007547301,200.7526624,Group009Sample0005,run3,171022_M_W2D3,W2,D3,M
171022_M_W2D4,171022,M,2,4,440.5550884,80.6161813,,171022_M_W2D4,0.543785113,0.084097302,0.449576225,0.690692962,0.32292859,0.081464758,0.458355228,0.456610921,0.463543877,1.526535488,1.188512673,1.353259856,16.49336764,1.031563039,0.650906047,13.44851659,0.009595918,342.9353076,Group009Sample0006,run3,171022_M_W2D4,W2,D4,M
171022_M_W3D1,171022,M,3,1,512.5742047,386.6125973,,171022_M_W3D1,0.551831045,0.076272827,0.453550563,0.705625573,0.335281315,0.104775137,0.458419133,0.459365285,0.463117425,1.568502608,1.3076279,1.358355724,17.33989921,1.032428795,0.642763783,13.14575007,0.008891989,371.3446055,Group009Sample0007,run3,171022_M_W3D1,W3,D1,M
171022_M_W3D2,171022,M,3,2,484.2661127,265.3135047,,171022_M_W3D2,0.528928566,0.070381561,0.438553828,0.669777937,0.289891534,0.076761311,0.449365063,0.445870802,0.455239157,1.473956761,1.101496086,1.34848329,17.93957642,1.030765044,0.654774968,11.82692645,0.008997129,321.7659544,Group010Sample0001,run3,171022_M_W3D2,W3,D2,M
171022_M_W3D3,171022,M,3,3,475.5239078,167.5031711,,171022_M_W3D3,0.555995597,0.106501519,0.460065791,0.706928566,0.537425949,0.149548543,0.465686993,0.468453267,0.470684743,1.566429832,1.541735063,1.352462865,10.92315091,1.031938116,0.650795303,20.57344469,0.013930466,391.6163983,Group001Sample0001,run4,171022_M_W3D3,W3,D3,M
171022_M_W3D4,171022,M,3,4,508.8275454,83.50765467,,171022_M_W3D4,0.57955927,0.096410138,0.474870921,0.742957854,0.42746217,0.074432982,0.474895919,0.482640225,0.478469305,1.66220449,1.618195056,1.362861532,13.9895127,1.031584027,0.639162664,17.55543224,0.010869152,428.2988485,Group001Sample0002,run4,171022_M_W3D4,W3,D4,M
171022_M_W4D1,171022,M,4,1,276.6595619,134.4832592,,171022_M_W4D1,0.510446155,0.049729329,0.430332147,0.638180785,0.226065248,0.051295346,0.44939916,0.441145674,0.345603895,1.268545875,0.944075899,1.263009254,14.61955724,1.028461097,0.674310725,9.063481699,0.009026425,237.2513411,Group001Sample0003,run4,171022_M_W4D1,W4,D1,M
171022_M_W4D2,171022,M,4,2,263.8376614,101.9274109,,171022_M_W4D2,0.511613693,0.053311027,0.431537153,0.639722056,0.228620147,0.048431829,0.450995491,0.442321774,0.381886775,1.336819521,0.971720506,1.306226553,14.69691748,1.028680922,0.674569759,9.268260617,0.008968985,244.3048453,Group001Sample0004,run4,171022_M_W4D2,W4,D2,M
171022_M_W4D4,171022,M,4,4,305.6337266,145.4779974,,171022_M_W4D4,0.51912193,0.056008246,0.435893442,0.651432202,0.255735937,0.052475188,0.452673878,0.446032291,0.459974319,1.397985756,1.008538354,1.335680181,15.49377079,1.029065454,0.669130941,10.30439097,0.009074881,271.8846852,Group001Sample0005,run4,171022_M_W4D4,W4,D4,M
230222_L_MQ,230222,L,MQ,,1.52364142,0.0778199,,230222_L_MQ,0.00061136,0.001280038,0.000352158,0.001418911,0,0,0.000637718,0.000753521,0.00112462,0.001227903,0.009456568,1.268741139,1.540488609,0.188377244,0.248188602,0.045303601,0.02642907,0.776675372,Group002Sample0004,run1,230222_L_MQ,230222_L_MQ,230222_L_MQ,L
230222_L_W1D2,230222,L,1,2,806.9379803,345.522143,,230222_L_W1D2,0.628546881,0.124625355,0.502790623,0.819876384,0.590772783,0.103329672,0.490666805,0.505910631,0.492144552,1.906118447,1.524403552,1.380939622,12.90067735,1.03400175,0.613251745,22.78526658,0.013190216,437.6695388,Group001Sample0001,run1,230222_L_W1D2,W1,D2,L
230222_L_W1D3,230222,L,1,3,512.7836013,454.1130316,,230222_L_W1D3,0.54205296,0.061132094,0.448750606,0.687246518,0.263375761,0.085838095,0.461304901,0.456989836,0.467646348,1.519306619,0.915413218,1.344163844,16.76798093,1.030520901,0.652968905,10.85459083,0.008853021,288.1960275,Group001Sample0002,run1,230222_L_W1D3,W1,D3,L
230222_L_W2D2,230222,L,2,2,962.5583854,589.5839134,,230222_L_W2D2,0.585644547,0.217893056,0.476037232,0.753573646,0.581831272,0.139749214,0.476495751,0.4822204,0.480501709,1.714830019,1.725211765,1.365122415,10.34116148,1.03122295,0.631706316,25.58799185,0.015857941,443.3870902,Group001Sample0003,run1,230222_L_W2D2,W2,D2,L
230222_L_W2D3,230222,L,2,3,636.8396513,469.8554977,,230222_L_W2D3,0.56915032,0.076494393,0.465465878,0.728102349,0.310388194,0.071928621,0.470708151,0.472543873,0.475770372,1.639739572,1.118218895,1.357235736,17.76436664,1.030210203,0.639286328,12.88923327,0.008930997,351.3838433,Group001Sample0004,run1,230222_L_W2D3,W2,D3,L
230222_L_W3D2,230222,L,3,2,659.8191612,259.5275832,,230222_L_W3D2,0.593420146,0.078466251,0.481030302,0.765250862,0.350517784,0.035139162,0.478678964,0.486291889,0.482857498,1.731880382,1.382857673,1.368287718,17.47046041,1.032605097,0.62859165,14.25685883,0.008762914,412.6184723,Group001Sample0005,run1,230222_L_W3D2,W3,D2,L
230222_L_W3D3,230222,L,3,3,807.2710167,384.931854,,230222_L_W3D3,0.651305011,0.086340579,0.516925895,0.855918857,0.409127069,0.058002268,0.498180939,0.518566379,0.499014788,2.011452199,1.530835813,1.393407479,18.01128836,1.03378992,0.603942641,16.63122658,0.008853361,488.8103765,Group001Sample0006,run1,230222_L_W3D3,W3,D3,L
230222_L_W3D4,230222,L,3,4,426.1941436,189.0613064,,230222_L_W3D4,0.546143514,0.067810891,0.451972272,0.692046715,0.296733394,0.047712328,0.46391601,0.460476331,0.470502477,1.520182159,1.072822477,1.348309192,17.2528038,1.029862383,0.653095033,11.94900777,0.009006809,317.0747863,Group001Sample0007,run1,230222_L_W3D4,W3,D4,L
230222_L_W4D2,230222,L,4,2,110.2258819,113.6663168,,230222_L_W4D2,0.216686955,0.028944324,0.209476272,0.231290149,0.095569147,0.003465946,0.095677137,0.174637359,0.068957295,0.258399399,0.273263857,0.745059292,7.425763647,1.485076431,0.905686096,3.82314692,0.014895535,56.46898881,Group002Sample0001,run1,230222_L_W4D2,W4,D2,L
230222_L_W4D3,230222,L,4,3,159.1822292,158.4306082,,230222_L_W4D3,0.428457442,0.024514473,0.417148294,0.441071592,0.096671295,0.022991172,0.197496399,0.345227567,0.143525264,0.530552883,0.377776122,0.69300665,13.30269908,1.442161895,0.945760964,3.986550353,0.007992738,98.77600738,Group002Sample0002,run1,230222_L_W4D3,W4,D3,L
230222_L_W4D4,230222,L,4,4,218.7957405,232.0050404,,230222_L_W4D4,0.51049351,0.037116326,0.430804313,0.635956883,0.143634272,0.013625778,0.297511971,0.441950023,0.217555871,0.784142206,0.539077504,0.761321049,13.73662376,1.34142302,0.677411195,5.858735222,0.008217239,143.2552772,Group002Sample0003,run1,230222_L_W4D4,W4,D4,L
240222_H_MQ,240222,H,MQ,,1.905800661,0.0778199,,240222_H_MQ,0.006290858,0.008416273,0.006016651,0.006628735,0.007898501,0,0.003040871,0.005249859,0.001708008,0.007496676,0.025051526,0.527905883,1.447426679,1.69055763,0.907662122,0.431262867,0.055903999,2.19448721,Group004Sample0002,run1,240222_H_MQ,240222_H_MQ,240222_H_MQ,H
240222_H_W1D2,240222,H,1,2,718.8498589,348.7348912,,240222_H_W1D2,0.628605918,0.069403775,0.502800168,0.818407733,0.340941413,0.094643492,0.492562272,0.505857898,0.494507645,1.891693331,1.25480271,1.380437232,19.53899102,1.03396767,0.614363902,13.54132268,0.008053236,394.8834287,Group002Sample0005,run1,240222_H_W1D2,W1,D2,H
240222_H_W1D3,240222,H,1,3,505.5400601,482.4923073,,240222_H_W1D3,0.545085365,0.060742971,0.450904772,0.69079655,0.251652011,0.025226937,0.464082633,0.458112713,0.470350988,1.525967441,0.911620557,1.345139372,17.0067334,1.029198071,0.65273165,10.4773292,0.008514402,280.1481575,Group002Sample0006,run1,240222_H_W1D3,W1,D3,H
240222_H_W1D4,240222,H,1,4,717.9340088,69.00911707,,240222_H_W1D4,0.68991754,0.192680165,0.550516835,0.905684915,0.626332635,0.083859704,0.527892711,0.551357455,0.527188476,2.130085313,2.330604676,1.398140233,12.20381649,1.035568628,0.60784587,26.63901608,0.012587496,607.5541006,Group001Sample0001,run3,240222_H_W1D4,W1,D4,H
240222_H_W2D2,240222,H,2,2,836.6614768,445.2244283,,240222_H_W2D2,0.599625679,0.134810251,0.485716513,0.774311435,0.458145154,0.101726048,0.483741401,0.490553923,0.487297711,1.75601392,1.501918774,1.369537299,14.07819734,1.031847198,0.627288311,19.42103235,0.011759296,423.4245427,Group002Sample0007,run1,240222_H_W2D2,W2,D2,H
240222_H_W2D3,240222,H,2,3,646.6642244,438.3705655,,240222_H_W2D3,0.568206859,0.073085514,0.465393081,0.72452481,0.303375709,0.030204707,0.473515951,0.472201007,0.478513305,1.619842661,1.086674402,1.352664197,17.81071217,1.031846967,0.642342504,12.50343366,0.008788101,333.9210093,Group003Sample0001,run1,240222_H_W2D3,W2,D3,H
240222_H_W3D2,240222,H,3,2,696.786199,297.116737,,240222_H_W3D2,0.613791999,0.077576358,0.494942784,0.795717053,0.36241835,0.081751819,0.487868328,0.499063144,0.490570108,1.815147808,1.429016446,1.375341819,17.78433044,1.033514597,0.622008517,14.66805741,0.008575153,425.6755143,Group003Sample0002,run1,240222_H_W3D2,W3,D2,H
240222_H_W3D3,240222,H,3,3,717.1014179,409.7771067,,240222_H_W3D3,0.631524581,0.079713958,0.505735669,0.824272204,0.410666672,0.043861602,0.493636174,0.507971845,0.494891932,1.903171284,1.477715038,1.385638613,17.80407137,1.034122267,0.613554195,16.32079557,0.009145822,447.2632383,Group003Sample0003,run1,240222_H_W3D3,W3,D3,H
240222_H_W3D4,240222,H,3,4,409.2092884,184.2421841,,240222_H_W3D4,0.544737998,0.057423436,0.4516253,0.688099301,0.258819818,0.042377473,0.465694254,0.460200582,0.472144739,1.501836704,0.969105362,1.345044644,18.41196585,1.02982883,0.656337391,10.50287145,0.008105069,297.9584229,Group003Sample0004,run1,240222_H_W3D4,W3,D4,H
240222_H_W4D1,240222,H,4,1,116.6368322,125.3036047,,240222_H_W4D1,0.213623328,0.026007655,0.205555004,0.2273723,0.074861724,0.006794242,0.09877014,0.166962148,0.07525475,0.257450075,0.240662286,0.746176847,8.964348025,1.446350761,0.904045937,3.180045807,0.012543446,52.90804028,Group003Sample0005,run1,240222_H_W4D1,W4,D1,H
240222_H_W4D2,240222,H,4,2,135.3701283,150.829603,,240222_H_W4D2,0.291536706,0.023094236,0.284805498,0.306071079,0.063746389,0.004485921,0.140516298,0.235165495,0.105551416,0.359901004,0.286193374,0.712161167,13.58034784,1.442208196,0.930520774,2.751603263,0.007972231,67.73478372,Group003Sample0006,run1,240222_H_W4D2,W4,D2,H
240222_H_W4D3,240222,H,4,3,220.4609223,219.9036889,,240222_H_W4D3,0.511263335,0.030431679,0.43106863,0.636189214,0.13265439,0.001462535,0.321209367,0.442016919,0.240673765,0.809747992,0.487778933,0.75493573,15.06469125,1.278215421,0.677579282,5.363509917,0.007374052,139.6065447,Group003Sample0007,run1,240222_H_W4D3,W4,D3,H
240222_H_W4D4,240222,H,4,4,238.3616275,246.5694989,,240222_H_W4D4,0.487425379,0.035454328,0.410979466,0.607697408,0.148177611,0.026694362,0.333019724,0.420999817,0.249478377,0.836277907,0.558902203,0.807178972,14.21619186,1.174379097,0.676289649,5.82330808,0.007883414,143.9577544,Group004Sample0001,run1,240222_H_W4D4,W4,D4,H
250222_H_MQ,250222,H,MQ,,1.476461266,0,,,,,,,,,,,,,,,,,,,,,,,,,,
250222_H_W1D2,250222,H,1,2,722.4299999,345.2008682,,250222_H_W1D2,0.599715238,0.061984233,0.478763632,0.780914283,0.2867979,0.036135459,0.468434927,0.480527506,0.470359644,1.80338127,1.168886509,1.38043677,20.96821893,1.034672154,0.613080901,11.82350902,0.00742678,371.9012326,Group004Sample0003,run1,250222_H_W1D2,W1,D2,H
250222_H_W1D3,250222,H,1,3,514.4487832,480.3504751,,250222_H_W1D3,0.519487103,0.057790657,0.429431965,0.657857832,0.230071274,0.058164511,0.442749212,0.436916344,0.448461819,1.454010514,0.808642627,1.341990787,18.11890406,1.030641852,0.652773205,9.393517134,0.008049161,264.2678522,Group004Sample0004,run1,250222_H_W1D3,W1,D3,H
250222_H_W1D4,250222,H,1,4,659.3196067,68.19522086,,250222_H_W1D4,0.606371516,0.14614233,0.487012538,0.791007982,0.524541307,0.102111011,0.475694839,0.489718927,0.476276168,1.838979583,1.971351549,1.387157616,12.79727368,1.034664223,0.615685996,22.17339883,0.012172363,517.9839173,Group004Sample0005,run1,250222_H_W1D4,W1,D4,H
250222_H_W2D2,250222,H,2,2,693.6223534,326.5644299,,250222_H_W2D2,0.563625503,0.100884398,0.457665059,0.724738754,0.366149916,0.038752227,0.457821668,0.462719037,0.461542146,1.634496287,1.263266485,1.363328661,16.55825833,1.033552113,0.631489701,14.68403434,0.009757551,368.2051596,Group004Sample0006,run1,250222_H_W2D2,W2,D2,H
250222_H_W2D3,250222,H,2,3,631.0115147,345.3411582,,250222_H_W2D3,0.53781923,0.06885464,0.440923001,0.686251894,0.292694703,0.030642943,0.448693091,0.447341268,0.453834815,1.534986404,1.037895086,1.353446867,17.41378807,1.03104725,0.642508975,11.98960468,0.008925853,315.9152889,Group004Sample0007,run1,250222_H_W2D3,W2,D3,H
250222_H_W3D2,250222,H,3,2,706.8605493,263.5231711,,250222_H_W3D2,0.573738919,0.062802153,0.462212476,0.743473289,0.309247359,0.064051112,0.458007629,0.46667302,0.460562452,1.690780653,1.283067789,1.372405875,19.20319369,1.033354654,0.621693454,12.62806494,0.007955134,389.2414288,Group005Sample0001,run1,250222_H_W3D2,W3,D2,H
250222_H_W3D3,250222,H,3,3,708.9095556,386.7524113,,250222_H_W3D3,0.589209372,0.068804129,0.472080479,0.766473331,0.319533843,0.047261747,0.463260226,0.475186467,0.465042191,1.767187547,1.289020663,1.380463586,19.58413881,1.03478688,0.615912466,13.05274146,0.007962302,403.0815875,Group005Sample0002,run1,250222_H_W3D3,W3,D3,H
250222_H_W3D4,250222,H,3,4,396.3132873,130.5999986,,250222_H_W3D4,0.512378483,0.054070873,0.424740719,0.647306575,0.227681447,0.032568712,0.438421262,0.432987999,0.44438689,1.414170761,0.943574018,1.345619912,19.59603144,1.030366219,0.656166235,9.380534494,0.007689155,279.8105643,Group005Sample0003,run1,250222_H_W3D4,W3,D4,H
250222_H_W4D1,250222,H,4,1,152.2559052,160.2536643,,250222_H_W4D1,0.304541367,0.020683595,0.301320125,0.322131651,0.057249496,0.011577847,0.145480675,0.246559746,0.109492594,0.364901186,0.289372589,0.733067364,15.09931998,1.460681323,0.935394345,2.575819362,0.007221511,69.80607568,Group005Sample0004,run1,250222_H_W4D1,W4,D1,H
250222_H_W4D2,250222,H,4,2,177.8830543,196.6648104,,250222_H_W4D2,0.432433323,0.022742911,0.401407308,0.442604462,0.076369284,0,0.213834543,0.354670529,0.161490975,0.545327952,0.374588057,0.697909045,16.63431944,1.409889754,0.906921061,3.30829737,0.006475656,96.96137157,Group005Sample0005,run1,250222_H_W4D2,W4,D2,H
250222_H_W4D3,250222,H,4,3,266.8037666,230.7199412,,250222_H_W4D3,0.483072831,0.031174641,0.406814025,0.602013144,0.112186458,0,0.310686003,0.41696949,0.237876464,0.821467491,0.493732833,0.791384147,17.10998789,1.152091817,0.675756051,4.727345364,0.00650235,140.3047044,Group005Sample0006,run1,250222_H_W4D3,W4,D3,H
